,feature,variable,type,effect_size,pval,padj,abs_effect_size
41549,F4144,tissue_general,categorical,0.023435368721358766,1.3393410606468947e-214,9.76475255788478e-214,0.023435368721358766
15337,F5940,Hypoxia,continuous,-0.023435253649950027,1.5982071839552285e-07,3.15561595376172e-07,0.023435253649950027
12313,F6931,Inflammation Response,continuous,-0.023431621491909027,1.605261501310002e-07,3.1694109978686777e-07,0.023431621491909027
6389,F9253,S_score,continuous,0.023427091538906097,1.614095695905389e-07,3.186718902256745e-07,0.023427091538906097
3227,F9920,n_measured_vars,continuous,-0.023424740880727768,1.6187038579674145e-07,3.195547623747995e-07,0.023424740880727768
1571,F4787,n_measured_vars,continuous,-0.023422028869390488,1.624033228776457e-07,3.205933520013902e-07,0.023422028869390488
2974,F9020,n_measured_vars,continuous,0.023419801145792007,1.6284207624707507e-07,3.214459380018068e-07,0.023419801145792007
43289,F9514,tissue_general,categorical,0.023413896630833445,2.2679274876189777e-214,1.653223906682375e-213,0.023413896630833445
5777,F7432,S_score,continuous,0.02341378852725029,1.640326549716107e-07,3.237824729987929e-07,0.02341378852725029
40224,F153,tissue_general,categorical,0.02341286528989041,2.3260309112545675e-214,1.6953152056029246e-213,0.02341286528989041
11067,F3063,Inflammation Response,continuous,-0.023412419483065605,1.6430468242491164e-07,3.2430576808104e-07,0.023412419483065605
354,F1079,n_measured_vars,continuous,-0.02341238036751747,1.6431273972389342e-07,3.243080148365476e-07,0.02341238036751747
20975,F2674,n_genes,continuous,-0.023409394547343254,1.6490791342140507e-07,3.254690183960629e-07,0.023409394547343254
22259,F6658,n_genes,continuous,-0.02340630069375038,1.6552695258921166e-07,3.2667702407416966e-07,0.02340630069375038
35050,F4785,cell_type,categorical,0.023405705323448295,2.6244702742679768e-67,1.188427888083167e-66,0.023405705323448295
16666,F10060,Hypoxia,continuous,0.023404115810990334,1.6596529880886187e-07,3.27514545544332e-07,0.023404115810990334
23196,F9501,n_genes,continuous,-0.023397596552968025,1.6728061023223504e-07,3.3009627258894963e-07,0.023397596552968025
10840,F2357,Inflammation Response,continuous,0.023397404700517654,1.6731944804367e-07,3.301590119012756e-07,0.023397404700517654
8994,F7028,G2M_score,continuous,-0.023397117853164673,1.6737772110890406e-07,3.3026009445660075e-07,0.023397117853164673
6267,F8884,S_score,continuous,0.023396246135234833,1.675543867240062e-07,3.3059476403972126e-07,0.023396246135234833
183,F536,n_measured_vars,continuous,-0.023387916386127472,1.6925198234800005e-07,3.339161089576336e-07,0.023387916386127472
35965,F7616,cell_type,categorical,0.02338442024227389,3.680292902916494e-67,1.6650838701303273e-66,0.02338442024227389
29255,F7566,pct_ribo,continuous,0.023383650928735733,1.7012783594063587e-07,3.356158218101635e-07,0.023383650928735733
28212,F4318,pct_ribo,continuous,-0.023382913321256638,1.7027965071477163e-07,3.3590117370071865e-07,0.023382913321256638
38164,F4034,tissue,categorical,0.023382281635416915,7.278381263402383e-129,4.2977108412471214e-128,0.023382281635416915
1294,F3915,n_measured_vars,continuous,-0.02337971329689026,1.7093976404790086e-07,3.3718915160563963e-07,0.02337971329689026
26361,F8895,pct_mito,continuous,0.02337644249200821,1.7161783096745794e-07,3.385124341668429e-07,0.02337644249200821
16712,F10205,Hypoxia,continuous,0.02337556704878807,1.717997074115219e-07,3.3885692163747076e-07,0.02337556704878807
37746,F2767,tissue,categorical,0.023373320538046225,8.761808444019157e-129,5.17103356066565e-128,0.023373320538046225
8302,F4878,G2M_score,continuous,-0.023371390998363495,1.726691717114695e-07,3.405431884397878e-07,0.023371390998363495
40263,F259,tissue_general,categorical,0.02336330892952227,7.842852534974178e-214,5.7144440233065394e-213,0.02336330892952227
20118,F78,n_genes,continuous,-0.023361699655652046,1.7470459866314381e-07,3.445285235837629e-07,0.023361699655652046
17769,F3087,n_counts,continuous,-0.023358412086963654,1.754002602044063e-07,3.458858595776403e-07,0.023358412086963654
12827,F8480,Inflammation Response,continuous,0.02335798367857933,1.7549107797456488e-07,3.460503915365505e-07,0.02335798367857933
16358,F8988,Hypoxia,continuous,-0.023356923833489418,1.7571583256365065e-07,3.4647900820005184e-07,0.023356923833489418
12619,F7886,Inflammation Response,continuous,0.023352738469839096,1.7660717817529056e-07,3.482219272855553e-07,0.023352738469839096
25789,F7200,pct_mito,continuous,0.023350225761532784,1.7714408213357018e-07,3.492658653836159e-07,0.023350225761532784
28620,F5597,pct_ribo,continuous,-0.023340145125985146,1.7931444330262577e-07,3.535301836662183e-07,0.023340145125985146
29911,F9570,pct_ribo,continuous,0.02333967573940754,1.794159920064699e-07,3.5371551534499504e-07,0.02333967573940754
20586,F1492,n_genes,continuous,0.023338938131928444,1.795758129110864e-07,3.5401570923487725e-07,0.023338938131928444
14188,F2357,Hypoxia,continuous,0.023332124575972557,1.8105953122444835e-07,3.5692569910217194e-07,0.023332124575972557
14826,F4339,Hypoxia,continuous,-0.023330207914114,1.8147875357904897e-07,3.577370736713426e-07,0.023330207914114
21991,F5788,n_genes,continuous,-0.02333003282546997,1.8151703854600414e-07,3.5779749487902374e-07,0.02333003282546997
18340,F4863,n_counts,continuous,0.02332962490618229,1.816067119426241e-07,3.5795920110070134e-07,0.02332962490618229
16580,F9783,Hypoxia,continuous,-0.023328056558966637,1.819508568758749e-07,3.5862245336554424e-07,0.023328056558966637
17184,F1326,n_counts,continuous,-0.02332579530775547,1.824480777258275e-07,3.595873475386841e-07,0.02332579530775547
8233,F4666,G2M_score,continuous,-0.0233212411403656,1.834535392484017e-07,3.615538111950168e-07,0.0233212411403656
8103,F4251,G2M_score,continuous,0.02331995777785778,1.8373774677160885e-07,3.620987078152897e-07,0.02331995777785778
42595,F7395,tissue_general,categorical,0.023319306812521607,2.307316684243465e-213,1.6801079326372488e-212,0.023319306812521607
16494,F9488,Hypoxia,continuous,0.023317677900195122,1.8424442434387655e-07,3.6308197005870006e-07,0.023317677900195122
26155,F8301,pct_mito,continuous,-0.023315832018852234,1.8465510620489173e-07,3.638759832689685e-07,0.023315832018852234
9111,F7384,G2M_score,continuous,0.023313380777835846,1.8520183699669907e-07,3.649380125156295e-07,0.023313380777835846
29347,F7853,pct_ribo,continuous,0.023313302546739578,1.8521945342389593e-07,3.649573827511707e-07,0.023313302546739578
30455,F986,assay,categorical,0.023311621920237124,8.238811454988268e-257,6.481530220178082e-256,0.023311621920237124
18676,F5915,n_counts,continuous,0.023310182616114616,1.8591779415469204e-07,3.6630259973176653e-07,0.023310182616114616
2224,F6806,n_measured_vars,continuous,0.023308604955673218,1.8627174833585134e-07,3.6698454827447457e-07,0.023308604955673218
20635,F1636,n_genes,continuous,0.023303454741835594,1.8743238356072045e-07,3.6925566082120415e-07,0.023303454741835594
13225,F9755,Inflammation Response,continuous,0.023301972076296806,1.8776837720286673e-07,3.6990204582241706e-07,0.023301972076296806
21977,F5751,n_genes,continuous,-0.02330142818391323,1.878914471173662e-07,3.701289362564171e-07,0.02330142818391323
27870,F3265,pct_ribo,continuous,0.023295702412724495,1.8919301506676678e-07,3.726772432111575e-07,0.023295702412724495
14653,F3818,Hypoxia,continuous,-0.023294823244214058,1.8939384116341506e-07,3.730571576320218e-07,0.023294823244214058
37618,F2329,tissue,categorical,0.023293452227579125,4.573439980514399e-128,2.6927054235230615e-127,0.023293452227579125
29290,F7672,pct_ribo,continuous,0.02328665554523468,1.9126753981658363e-07,3.767003708678057e-07,0.02328665554523468
36501,F9171,cell_type,categorical,0.023286173756666535,1.748086277760957e-66,7.874704470082803e-66,0.023286173756666535
1831,F5585,n_measured_vars,continuous,0.023285584524273872,1.9151425727805194e-07,3.7717043139230464e-07,0.023285584524273872
29059,F6950,pct_ribo,continuous,0.023284912109375,1.916697192351591e-07,3.774607403046249e-07,0.023284912109375
23919,F1439,pct_mito,continuous,0.02327802963554859,1.9326578854618117e-07,3.8058793549855493e-07,0.02327802963554859
43362,F9776,tissue_general,categorical,0.02326817702198813,8.083077250757053e-213,5.881248011448068e-212,0.02326817702198813
8090,F4201,G2M_score,continuous,0.02326708659529686,1.9583017492165776e-07,3.856216426050474e-07,0.02326708659529686
38429,F4865,tissue,categorical,0.023265519470923448,8.148524235017247e-128,4.79279241992381e-127,0.023265519470923448
23644,F607,pct_mito,continuous,-0.023265089839696884,1.963010459908057e-07,3.8653262593182005e-07,0.023265089839696884
8275,F4813,G2M_score,continuous,-0.023264674469828606,1.9639928178252e-07,3.86709814564599e-07,0.023264674469828606
21682,F4847,n_genes,continuous,0.023262018337845802,1.9702861152645321e-07,3.8793266737242355e-07,0.023262018337845802
18148,F4260,n_counts,continuous,0.02325989119708538,1.975336809718157e-07,3.8891076971104905e-07,0.02325989119708538
208,F607,n_measured_vars,continuous,-0.023256687447428703,1.9829770105284175e-07,3.903985989477822e-07,0.023256687447428703
26825,F125,pct_ribo,continuous,0.02325505018234253,1.9868817003412772e-07,3.9115090536518264e-07,0.02325505018234253
28683,F5774,pct_ribo,continuous,-0.023250587284564972,1.997584961534795e-07,3.932084760501382e-07,0.023250587284564972
15836,F7474,Hypoxia,continuous,0.02324727363884449,2.005565398149675e-07,3.947627822704891e-07,0.02324727363884449
27868,F3257,pct_ribo,continuous,-0.0232461616396904,2.008251263245688e-07,3.95260280782688e-07,0.0232461616396904
29525,F8366,pct_ribo,continuous,-0.0232461579144001,2.0082615605990176e-07,3.95260280782688e-07,0.0232461579144001
1030,F3089,n_measured_vars,continuous,-0.023245874792337418,2.0089412987615157e-07,3.953774628634102e-07,0.023245874792337418
14660,F3834,Hypoxia,continuous,0.02324463240802288,2.0119461365107195e-07,3.9595221610836986e-07,0.02324463240802288
22521,F7441,n_genes,continuous,-0.02324199490249157,2.0183413198672666e-07,3.9719411514324674e-07,0.02324199490249157
39551,F8315,tissue,categorical,0.023236818445971467,1.4747964620304541e-127,8.66574649220151e-127,0.023236818445971467
23498,F192,pct_mito,continuous,-0.023234663531184196,2.0362199898697059e-07,4.0069567725417883e-07,0.023234663531184196
6235,F8789,S_score,continuous,-0.023231277242302895,2.0445276502440874e-07,4.023136021084839e-07,0.023231277242302895
12699,F8095,Inflammation Response,continuous,-0.02323121950030327,2.0446690951580343e-07,4.023245448480222e-07,0.02323121950030327
24456,F3057,pct_mito,continuous,0.02323024719953537,2.0470593717446712e-07,4.0277796521037793e-07,0.02323024719953537
14147,F2253,Hypoxia,continuous,0.02321971207857132,2.0731542971207735e-07,4.078952617833392e-07,0.02321971207857132
37699,F2609,tissue,categorical,0.023215703023620467,2.281576796571218e-127,1.3401261605123576e-126,0.023215703023620467
35960,F7590,cell_type,categorical,0.02321523406562818,5.370775641422582e-66,2.4126796613452105e-65,0.02321523406562818
326,F999,n_measured_vars,continuous,0.02321423590183258,2.0868429351503777e-07,4.105540485052193e-07,0.02321423590183258
7691,F2996,G2M_score,continuous,-0.023213133215904236,2.0896125257369838e-07,4.1108166837213086e-07,0.023213133215904236
19554,F8562,n_counts,continuous,0.023212429136037827,2.0913787887707221e-07,4.114118713529244e-07,0.023212429136037827
2051,F6262,n_measured_vars,continuous,0.023209385573863983,2.0990439086810685e-07,4.1290240929872015e-07,0.023209385573863983
25585,F6607,pct_mito,continuous,-0.023201918229460716,2.1179543609922265e-07,4.1660479587237246e-07,0.023201918229460716
6349,F9110,S_score,continuous,-0.0231997799128294,2.1233976097582805e-07,4.1765796376244286e-07,0.0231997799128294
19406,F8132,n_counts,continuous,0.023199006915092468,2.1253709289421063e-07,4.1802856020047164e-07,0.023199006915092468
15260,F5685,Hypoxia,continuous,0.023194707930088043,2.1363679487050287e-07,4.201738775247655e-07,0.023194707930088043
13069,F9187,Inflammation Response,continuous,-0.023191940039396286,2.1434848850908028e-07,4.2155592470094455e-07,0.023191940039396286
7230,F1594,G2M_score,continuous,-0.023185061290860176,2.1612560053429842e-07,4.249974470650963e-07,0.023185061290860176
25369,F5907,pct_mito,continuous,0.0231839157640934,2.1642261331943442e-07,4.255636502709456e-07,0.0231839157640934
19720,F9046,n_counts,continuous,0.02318284660577774,2.167006244197755e-07,4.2609244348534765e-07,0.02318284660577774
27507,F2149,pct_ribo,continuous,-0.0231806468218565,2.17273793184715e-07,4.272015283423785e-07,0.0231806468218565
11384,F4044,Inflammation Response,continuous,0.02317928709089756,2.1762852439614242e-07,4.2788104846879137e-07,0.02317928709089756
24897,F4424,pct_mito,continuous,0.023178257048130035,2.1789744698666348e-07,4.283918097042444e-07,0.023178257048130035
13152,F9501,Inflammation Response,continuous,0.023173771798610687,2.1907321360076248e-07,4.306492060012976e-07,0.023173771798610687
8032,F4034,G2M_score,continuous,0.023166386410593987,2.210225490646876e-07,4.3444472531074553e-07,0.023166386410593987
4529,F3564,S_score,continuous,-0.02316276729106903,2.2198363881440153e-07,4.3629726260099913e-07,0.02316276729106903
15035,F4976,Hypoxia,continuous,-0.023158421739935875,2.2314364595283968e-07,4.385588063693028e-07,0.023158421739935875
27036,F746,pct_ribo,continuous,0.02315649762749672,2.2365898792279987e-07,4.395532109818648e-07,0.02315649762749672
37577,F2235,tissue,categorical,0.023155175821558197,7.96514867537079e-127,4.6726213856317847e-126,0.023155175821558197
33188,F9314,assay,categorical,0.023153827372451207,4.674569830418467e-255,3.6688954636867774e-254,0.023153827372451207
9332,F8058,G2M_score,continuous,-0.023149332031607628,2.25588387574756e-07,4.4328926769814963e-07,0.023149332031607628
25907,F7566,pct_mito,continuous,-0.023147176951169968,2.2617154963766252e-07,4.444165705800503e-07,0.023147176951169968
14020,F1860,Hypoxia,continuous,-0.02314644493162632,2.2637030664792034e-07,4.447884725718433e-07,0.02314644493162632
42964,F8495,tissue_general,categorical,0.02314356168784569,1.714895858427846e-211,1.2440891297977093e-210,0.02314356168784569
19151,F7377,n_counts,continuous,-0.023142963647842407,2.273161291694275e-07,4.466094482302639e-07,0.023142963647842407
19780,F9250,n_counts,continuous,0.02314162068068981,2.276826219389939e-07,4.4731074924656395e-07,0.02314162068068981
3695,F1055,S_score,continuous,0.023138143122196198,2.2863315802781632e-07,4.4915936892073457e-07,0.023138143122196198
38503,F5096,tissue,categorical,0.023137304304927518,1.1519644531360277e-126,6.755270592692592e-126,0.023137304304927518
19639,F8815,n_counts,continuous,0.023137167096138,2.2890060215103035e-07,4.4966592724321436e-07,0.023137167096138
11909,F5680,Inflammation Response,continuous,0.023132337257266045,2.302288494688094e-07,4.522562605214381e-07,0.023132337257266045
27227,F1324,pct_ribo,continuous,0.023127879947423935,2.3146057755888765e-07,4.546377316909099e-07,0.023127879947423935
24962,F4634,pct_mito,continuous,-0.023127086460590363,2.3168096575212402e-07,4.550515515728108e-07,0.023127086460590363
14755,F4110,Hypoxia,continuous,-0.02312697283923626,2.317122974114854e-07,4.550940207111311e-07,0.02312697283923626
22098,F6135,n_genes,continuous,0.02312575839459896,2.320495194238412e-07,4.5573724438256453e-07,0.02312575839459896
26520,F9421,pct_mito,continuous,0.023119011893868446,2.3393122954664784e-07,4.594136083844001e-07,0.023119011893868446
1730,F5285,n_measured_vars,continuous,0.023118607699871063,2.3404462362819747e-07,4.596170436861435e-07,0.023118607699871063
39679,F8669,tissue,categorical,0.023117934458086815,1.718234224466538e-126,1.0072170406352622e-125,0.023117934458086815
20685,F1782,n_genes,continuous,-0.02311568148434162,2.348656250263036e-07,4.6121000361275724e-07,0.02311568148434162
1286,F3893,n_measured_vars,continuous,0.023112943395972252,2.3563652609323353e-07,4.6270445123762216e-07,0.023112943395972252
40884,F2087,tissue_general,categorical,0.02310814658016701,4.084892098607196e-211,2.9606782502847763e-210,0.02310814658016701
36645,F9682,cell_type,categorical,0.023106851801679547,2.971412479322698e-65,1.3292235706319286e-64,0.023106851801679547
13795,F1211,Hypoxia,continuous,-0.02310345508158207,2.3832694375223177e-07,4.679482451220931e-07,0.02310345508158207
